pageid,title,protection_status,number_of_views,number_of_edits
1284267,Aaron Rodgers,autoconfirmed;autoconfirmed,,
12847142,Tennant (surname),autoconfirmed,,
1286500,King Edward VI Aston School,autoconfirmed;autoconfirmed,,
1287136,Shahid Malik,autoconfirmed;autoconfirmed,,
1288339,Kyle Massey,autoconfirmed;autoconfirmed,,
12902671,Ralph Drollinger,sysop;sysop,,
1290366,Amir Khan (boxer),autoconfirmed;autoconfirmed,,
1291598,List of best-selling music artists,autoconfirmed;sysop,,
1291858,Criticism of the Federal Reserve,autoconfirmed;autoconfirmed,,
1291991,Sandbox,autoconfirmed;sysop,,
12931396,Dennis Oppenheim,autoconfirmed,,
1295901,Neil Lennon,autoconfirmed;autoconfirmed,,
12964178,Midnight Sun (novel),autoconfirmed;autoconfirmed,,
12964276,Lorde,autoconfirmed;autoconfirmed,,
1297124,Kaká,autoconfirmed;autoconfirmed,,
12981266,Zodiac Killer in popular culture,autoconfirmed;autoconfirmed,,
12981647,Super Smash Bros. Brawl,autoconfirmed;sysop,,
1298357,Audley Harrison,autoconfirmed;autoconfirmed,,
1298638,Raja Raja Chola I,autoconfirmed;autoconfirmed,,
12992431,KidsCo,autoconfirmed;autoconfirmed,,
12997,George Washington Carver,autoconfirmed;autoconfirmed,,
1300462,Bob Enyart,autoconfirmed;sysop,,
13011369,Michael Tobias,autoconfirmed;autoconfirmed,,
13016380,Ushakov Island,autoconfirmed,,
13029061,Same-sex marriage in Iowa,autoconfirmed;autoconfirmed,,
13030,Gary Busey,autoconfirmed;autoconfirmed,,
13035457,Paul Gordon (musician),autoconfirmed;autoconfirmed,,
1303679,Samuel Eto'o,autoconfirmed;sysop,,
13039867,Twilight (novel series),autoconfirmed;sysop,,
13041163,Adele,sysop,,
1304415,Max Gerson,autoconfirmed;autoconfirmed,,
13048148,Maajid Nawaz,autoconfirmed;autoconfirmed,,
1305348,Video blog,autoconfirmed;autoconfirmed,,
13059378,The Biggest Loser (season 4),autoconfirmed;autoconfirmed,,
13060731,Gerard Way,autoconfirmed;sysop,,
1306351,Jason Acuña,autoconfirmed;autoconfirmed,,
13070785,SM Southmall,autoconfirmed;autoconfirmed,,
13076,Gordon Brown,autoconfirmed;sysop,,
13097064,Harold Pinter bibliography,autoconfirmed;autoconfirmed,,
13099901,Davidson High School (New South Wales),autoconfirmed;autoconfirmed,,
13106745,Tubber; County Clare,autoconfirmed;autoconfirmed,,
1310890,EBaum's World,autoconfirmed;sysop,,
13110135,Fuckwit,autoconfirmed;autoconfirmed,,
13118744,Scientology,autoconfirmed;sysop,,
13120635,Oghur languages,autoconfirmed;autoconfirmed,,
1316732,List of Billboard Hot 100 number-one singles of 2005,autoconfirmed;autoconfirmed,,
1317098,Brandon Novak,autoconfirmed;autoconfirmed,,
1317701,Rachel Maddow,autoconfirmed,,
13187026,List of iCarly episodes,autoconfirmed;autoconfirmed,,
13192,Hacking,autoconfirmed,,
13199916,Taylor Lautner,autoconfirmed;sysop,,
1321151,"List of films that most frequently use the word ""fuck""",autoconfirmed;autoconfirmed,,
1321503,Ben Cousins,autoconfirmed;autoconfirmed,,
1321703,Jeph Loeb,autoconfirmed;autoconfirmed,,
13225,Hades,autoconfirmed;sysop,,
13226577,List of gay; lesbian or bisexual people: Sa–Sc,autoconfirmed;autoconfirmed,,
132354,Savage,autoconfirmed;autoconfirmed,,
1324767,Royal Rife,autoconfirmed,,
13253481,Alex Jones,autoconfirmed;autoconfirmed,,
13255,Hydrogen,autoconfirmed;sysop,,
13256,Helium,autoconfirmed;sysop,,
1326371,Gregg Williams,autoconfirmed,,
13265,Hitler (disambiguation),autoconfirmed;autoconfirmed,,
13266004,Gervinho,autoconfirmed;autoconfirmed,,
1326645,Chemical change,autoconfirmed;autoconfirmed,,
13270,Hawaii,autoconfirmed;sysop,,
13275,Hungary,autoconfirmed;sysop,,
13275423,Yolo,autoconfirmed;autoconfirmed,,
13279542,Ethnic groups in Europe,autoconfirmed;autoconfirmed,,
1329090,Mustafa Kemal Atatürk,autoconfirmed;autoconfirmed,,
13295790,Saadat Ali Khan II,autoconfirmed;autoconfirmed,,
1331018,Alfred Wegener,autoconfirmed;sysop,,
133202,Junkie,autoconfirmed;autoconfirmed,,
133249,Madeleine Albright,autoconfirmed;autoconfirmed,,
13331280,Jim Parsons,autoconfirmed;autoconfirmed,,
1336449,Joseph Farah,autoconfirmed;sysop,,
13371,Henry Ford,autoconfirmed;autoconfirmed,,
13383154,Javier Hernández,autoconfirmed;autoconfirmed,,
13391779,Seedbox,autoconfirmed;autoconfirmed,,
13394,Honduras,autoconfirmed;sysop,,
1339436,Scott Walker,autoconfirmed;autoconfirmed,,
13395562,Abigail Breslin,autoconfirmed;sysop,,
13404,Hong Kong,autoconfirmed;sysop,,
13418508,List of Airbus A380 orders and deliveries,autoconfirmed;autoconfirmed,,
13424905,List of programs broadcast by USA Network,autoconfirmed,,
134258,Serfdom,autoconfirmed,,
1342873,Vijay (actor),autoconfirmed,,
13435050,List of aircraft of the Malaysian Armed Forces,autoconfirmed;autoconfirmed,,
13436,Heinrich Himmler,autoconfirmed;sysop,,
134463,Society Hill; South Carolina,autoconfirmed,,
134534,Myrtle Beach; South Carolina,autoconfirmed;autoconfirmed,,
13455931,List of gay; lesbian or bisexual people: Sj–Sz,autoconfirmed;autoconfirmed,,
13456803,List of player salaries in the NHL,autoconfirmed,,
1346406,Mark Coleman,autoconfirmed;autoconfirmed,,
1348590,The Protector (1985 film),autoconfirmed,,
1348866,SunTrust Banks,autoconfirmed;autoconfirmed,,
13495433,Varun Sandesh,autoconfirmed;autoconfirmed,,
13505067,Victorious,autoconfirmed;autoconfirmed,,
1350677,Camisole,autoconfirmed,,
1350710,Eye of Ra,autoconfirmed;autoconfirmed,,
1351301,Rolie Polie Olie,autoconfirmed,,
1352814,Johnny Weir,autoconfirmed;sysop,,
1353497,Shia LaBeouf,autoconfirmed;autoconfirmed,,
13543,Hinduism,autoconfirmed;sysop,,
1354405,Nimrod Fortress,autoconfirmed;autoconfirmed,,
1354872,Dick Strawbridge,autoconfirmed,,
13566216,Jon Kennedy,autoconfirmed;autoconfirmed,,
1357307,Christy,autoconfirmed;autoconfirmed,,
13575276,David N. Stamos,autoconfirmed;autoconfirmed,,
13581081,George Rae,autoconfirmed;autoconfirmed,,
13582438,2004 French–Ivorian clashes,autoconfirmed,,
13589741,List of radio stations in Metro Manila,autoconfirmed;autoconfirmed,,
13590,House,autoconfirmed;sysop,,
1360461,Mark Ellis,autoconfirmed;autoconfirmed,,
136116,Newbie,autoconfirmed;autoconfirmed,,
13613264,Lisa Ann,autoconfirmed,,
13618375,Jorge Andrés Martínez,autoconfirmed;autoconfirmed,,
13619028,Nat Wolff,autoconfirmed,,
13623554,Che Guevara,autoconfirmed;sysop,,
13628305,Us Girls (Philippine TV program),autoconfirmed;autoconfirmed,,
13629643,Danville Public Library (Danville; Illinois),autoconfirmed;autoconfirmed,,
13645,Horse,autoconfirmed;autoconfirmed,,
13652052,List of gay; lesbian or bisexual people: D–E,autoconfirmed;autoconfirmed,,
13664092,Subpar,sysop;sysop,,
13673345,Car,autoconfirmed;sysop,,
13676233,Black sheep,autoconfirmed;autoconfirmed,,
13677,Hindu,autoconfirmed;sysop,,
13690575,Solar power,autoconfirmed;sysop,,
13692,History of the Internet,autoconfirmed;autoconfirmed,,
13692155,Philosophy,autoconfirmed;sysop,,
1369965,Breaking Benjamin,autoconfirmed;autoconfirmed,,
1371138,The Fox and the Hound,autoconfirmed;sysop,,
137115,Francis; Utah,autoconfirmed;autoconfirmed,,
13712570,Anand Jon,autoconfirmed;autoconfirmed,,
13719262,Steven Geller,autoconfirmed;autoconfirmed,,
13729,Honda,autoconfirmed;sysop,,
13729914,Portico (band),autoconfirmed;autoconfirmed,,
13736167,Paul McCartney,autoconfirmed;sysop,,
13749870,Rod Hill,autoconfirmed;autoconfirmed,,
13761338,Balady citron,autoconfirmed;autoconfirmed,,
1376318,Bennu,autoconfirmed,,
13765,Henry Kissinger,autoconfirmed;autoconfirmed,,
13770,Hercules,autoconfirmed;autoconfirmed,,
137869,Fred Rogers,autoconfirmed,,
137986,Harm reduction,autoconfirmed;autoconfirmed,,
13812201,Stanton Glantz,autoconfirmed;autoconfirmed,,
13815,Heracles,autoconfirmed;sysop,,
13831,Human rights,autoconfirmed;sysop,,
1384520,XXXX,autoconfirmed;autoconfirmed,,
13851,Hole,autoconfirmed;sysop,,
13852081,Pat Condell,autoconfirmed;autoconfirmed,,
1387517,Tots TV,autoconfirmed;autoconfirmed,,
13886661,Colin Kaepernick,autoconfirmed,,
13893267,Chabelo,autoconfirmed;autoconfirmed,,
1390968,Mark Hunt,autoconfirmed;autoconfirmed,,
13909814,Anna Silk,autoconfirmed;autoconfirmed,,
13913,Hamas,autoconfirmed;sysop,,
13919,Hezbollah,autoconfirmed;sysop,,
13923252,Neha Sharma,autoconfirmed;autoconfirmed,,
1392566,Jama Masjid; Delhi,autoconfirmed;autoconfirmed,,
13929466,Ched Evans,autoconfirmed,,
13935580,Kevin McMahon (athlete),autoconfirmed;autoconfirmed,,
1394575,Romila Thapar,autoconfirmed;autoconfirmed,,
13947297,Buttocks,autoconfirmed;sysop,,
13948223,Harry Jeremiah Parks,autoconfirmed,,
13948440,List of gay; lesbian or bisexual people: Sd–Si,autoconfirmed;autoconfirmed,,
13951035,Katrina Kaif,autoconfirmed;autoconfirmed,,
13951842,Scientific plagiarism in India,autoconfirmed;autoconfirmed,,
13960253,Alison Weir,autoconfirmed;autoconfirmed,,
1396249,Airplane,autoconfirmed,,
13964738,Richard Goldberg,autoconfirmed;autoconfirmed,,
13976436,Murtz Jaffer,autoconfirmed;autoconfirmed,,
13981,Hockey,autoconfirmed;autoconfirmed,,
1398485,Crime Story (film),autoconfirmed,,
13985768,Danny Ben-Moshe,autoconfirmed;autoconfirmed,,
13990104,Stanley Foster Reed,autoconfirmed;autoconfirmed,,
1399134,Zomg,sysop;sysop;sysop;sysop,,
13998098,Rickrolling,autoconfirmed;autoconfirmed,,
14005131,List of gay; lesbian or bisexual people: K,autoconfirmed;autoconfirmed,,
14005297,List of gay; lesbian or bisexual people: F,autoconfirmed;autoconfirmed,,
1401240,Vincent Margera,autoconfirmed;autoconfirmed,,
14013,Hernán Cortés,autoconfirmed;autoconfirmed,,
14013485,South Carolina Gamecocks men's basketball,autoconfirmed;autoconfirmed,,
1402672,Carlton Cole,autoconfirmed;sysop,,
14028652,Ben 10: Alien Force,autoconfirmed,,
14034,Heroin,autoconfirmed;autoconfirmed,,
140372,Sikkim,autoconfirmed;sysop,,
140376,Armenian Genocide,autoconfirmed;sysop,,
140387,Abbottabad,autoconfirmed;autoconfirmed,,
140389,Mitanni,autoconfirmed;autoconfirmed,,
1404049,Mamluk Dynasty (Delhi),autoconfirmed;autoconfirmed,,
1406373,Assyrian genocide,autoconfirmed;autoconfirmed,,
14063870,Ten little niggers,autoconfirmed;autoconfirmed,,
140642,Felching,autoconfirmed;autoconfirmed,,
14075264,South Carolina Gamecocks women's basketball,autoconfirmed;autoconfirmed,,
14077003,List of gay; lesbian or bisexual people: Bi–Bz,autoconfirmed;autoconfirmed,,
14092,Henry the Navigator,autoconfirmed;autoconfirmed,,
14096840,Gullibility,autoconfirmed;autoconfirmed,,
14109141,Thornton Fractional North High School,autoconfirmed;autoconfirmed,,
14114499,Louis Philippe; Crown Prince of Belgium,autoconfirmed;autoconfirmed,,
14116726,Amanda Knox,autoconfirmed;sysop,,
1412676,Fonzworth Bentley,autoconfirmed;autoconfirmed,,
14131158,WGUL,autoconfirmed;autoconfirmed,,
1413814,Tom DeLonge,autoconfirmed;sysop,,
14142805,1998 Georgia Bulldogs football team,autoconfirmed;autoconfirmed,,
14157520,Assassination of William McKinley,autoconfirmed;autoconfirmed,,
14160327,List of songs in Rock Band,autoconfirmed;autoconfirmed,,
14170,HIV,autoconfirmed;sysop,,
14183,Hentai,autoconfirmed;autoconfirmed,,
14186,Henry VII of England,autoconfirmed;autoconfirmed,,
14187,Henry VIII of England,autoconfirmed;sysop,,
142027,Third Battle of Panipat,autoconfirmed;autoconfirmed,,
14203213,Seth Rollins,autoconfirmed;sysop,,
14203818,Super Why!,autoconfirmed,,
142056,Madonna (entertainer),autoconfirmed;sysop,,
14212173,Yes; Madam,autoconfirmed,,
14229,Homeopathy,autoconfirmed;autoconfirmed,,
14232279,5th Queens,autoconfirmed;autoconfirmed,,
1423575,Missal,autoconfirmed;autoconfirmed,,
142395,Rupert Sheldrake,autoconfirmed;autoconfirmed,,
142510,The Notorious B.I.G.,autoconfirmed;sysop,,
14254,Helen Keller,autoconfirmed;sysop,,
14254953,Kourtney Kardashian,autoconfirmed;autoconfirmed,,
1426343,Apostolic Lutheran Church of America,autoconfirmed;autoconfirmed,,
142721,Ferdinand Marcos,autoconfirmed;autoconfirmed,,
14277334,Twilight (2008 film),autoconfirmed;sysop,,
142788,Gas chamber,autoconfirmed;autoconfirmed,,
1427911,William Hope (actor),autoconfirmed;autoconfirmed,,
142867,Ferret,autoconfirmed;autoconfirmed,,
14292104,N-Dubz,autoconfirmed;sysop,,
14299,Ham,autoconfirmed;autoconfirmed,,
14299118,Ian Halperin,autoconfirmed;autoconfirmed,,
14305018,Armed Forces of the Islamic Republic of Iran,autoconfirmed,,
14306,Hammerhead shark,autoconfirmed;autoconfirmed,,
143130,Leprechaun,autoconfirmed;autoconfirmed,,
14317147,Michael Carbonaro,autoconfirmed;autoconfirmed,,
1432712,G-Unit Records,autoconfirmed,,
14329425,Melrose Bickerstaff,autoconfirmed;autoconfirmed,,
1433436,Y. S. Rajasekhara Reddy,autoconfirmed,,
1433549,Bratz Babyz,autoconfirmed;autoconfirmed,,
143363,Juan Ponce de León,autoconfirmed;sysop,,
1433926,Ushabti,autoconfirmed;autoconfirmed,,
143541,Whiskey Rebellion,autoconfirmed,,
14355,Hack,autoconfirmed;autoconfirmed,,
14376,Hamster,autoconfirmed;sysop,,
1438570,Wooden spoon,autoconfirmed;autoconfirmed,,
1439517,Rafael Nadal,autoconfirmed;sysop,,
14434155,Basket Zaragoza 2002,autoconfirmed;autoconfirmed,,
144531,Ramesses III,autoconfirmed;autoconfirmed,,
14461376,Michael Layton,autoconfirmed;autoconfirmed,,
144638,Bhopal disaster,autoconfirmed;autoconfirmed,,
14464046,List of gay; lesbian or bisexual people: R,autoconfirmed;autoconfirmed,,
1447808,List of Young Global Leaders,autoconfirmed;autoconfirmed,,
144848,Sinéad O'Connor,autoconfirmed;autoconfirmed,,
144936,Jackie Chan,autoconfirmed;sysop,,
14498090,Fall Out Boy,autoconfirmed;sysop,,
1449866,Word,autoconfirmed;sysop,,
14508187,Celebrity Rehab with Dr. Drew,autoconfirmed;autoconfirmed,,
14519333,List of gay; lesbian or bisexual people: N–O,autoconfirmed;autoconfirmed,,
145249,Batman; Turkey,autoconfirmed;autoconfirmed,,
1452496,WWIV,autoconfirmed;autoconfirmed,,
1452606,Journal of Scientific Exploration,autoconfirmed;autoconfirmed,,
14529239,Zoophilia,autoconfirmed;sysop,,
14532,Italy,autoconfirmed;sysop,,
14533,India,autoconfirmed;sysop,,
14539,Internet,autoconfirmed;sysop,,
145422,Joe Biden,autoconfirmed;sysop,,
145439,Women's rights,autoconfirmed;sysop,,
14546728,Heather Kuzmich,autoconfirmed;autoconfirmed,,
14554,Imaginary number,autoconfirmed;autoconfirmed,,
145551,Racial policy of Nazi Germany,autoconfirmed,,
1455703,Attic numerals,autoconfirmed;autoconfirmed,,
1456460,Amblimation,autoconfirmed;autoconfirmed,,
145700,Crust (geology),autoconfirmed;autoconfirmed,,
145716,Lithosphere,autoconfirmed;autoconfirmed,,
14579,Indonesia,autoconfirmed;sysop,,
14584439,Gary Abraham,autoconfirmed;autoconfirmed,,
1459290,Colegio de San Juan de Letran,autoconfirmed;autoconfirmed,,
145933,Guy Verhofstadt,autoconfirmed;autoconfirmed,,
14594,Internet troll,autoconfirmed;autoconfirmed,,
14605,Indian religions,autoconfirmed;autoconfirmed,,
14609225,Jamie Chung,autoconfirmed;autoconfirmed,,
14610495,2 Girls 1 Cup,autoconfirmed;autoconfirmed,,
14627,Isaac Newton,autoconfirmed;sysop,,
14640471,Mars,autoconfirmed;sysop,,
1464862,List of monarchs by nickname,autoconfirmed,,
1465063,Mujaddid,autoconfirmed,,
14653,Iran,autoconfirmed;sysop,,
146549,Gideon v. Wainwright,autoconfirmed;autoconfirmed,,
14660659,Folk Nation,autoconfirmed;autoconfirmed,,
146702,SWAT,autoconfirmed,,
14683117,Generation of Youth for Christ,autoconfirmed;autoconfirmed,,
14687216,Justin Beaver,autoconfirmed;autoconfirmed,,
146879,Hypothermia,autoconfirmed,,
1472253,Joseph Muscat,autoconfirmed,,
14723736,Tyson Fury,autoconfirmed;autoconfirmed,,
14724189,The X Factor (UK TV series),autoconfirmed,,
14726,Great Famine (Ireland),autoconfirmed;autoconfirmed,,
147301,Nancy Pelosi,autoconfirmed;sysop,,
14730870,Twenty:20 (film),autoconfirmed;autoconfirmed,,
14733522,Derp,autoconfirmed;autoconfirmed,,
14734,Iron,autoconfirmed;autoconfirmed,,
147429,Ian Thorpe,autoconfirmed;autoconfirmed,,
147481,List of recorder players,autoconfirmed;autoconfirmed,,
147575,Ireland,autoconfirmed;sysop,,
147591,The Supremes,autoconfirmed;autoconfirmed,,
14760049,Chael Sonnen,autoconfirmed;autoconfirmed,,
147672,Simon Pegg,autoconfirmed;autoconfirmed,,
147676,Jaguar Cars,autoconfirmed,,
147687,Stevie Wonder,autoconfirmed;autoconfirmed,,
147726,Shaquille O'Neal,autoconfirmed;sysop,,
14783,Erectile dysfunction,autoconfirmed;sysop,,
147911,Golden Horde,autoconfirmed;autoconfirmed,,
14808925,Ozburn-Hessey Logistics,autoconfirmed,,
14811934,Española Valley High School,autoconfirmed;autoconfirmed,,
1481886,Cannabis (drug),autoconfirmed;sysop,,
14841028,Curt Hawkins,autoconfirmed,,
14849,Illinois,sysop,,
14850733,Kajal Aggarwal,autoconfirmed;autoconfirmed,,
1485652,Perfect Strangers (TV series),autoconfirmed;autoconfirmed,,
148653,Terracotta Army,autoconfirmed;autoconfirmed,,
148703,Duran Duran,autoconfirmed;sysop,,
14892696,Wayne Cooper (fashion designer),autoconfirmed;autoconfirmed,,
14896248,List of Billboard Hot 100 number-one singles of 2008,autoconfirmed;autoconfirmed,,
14914,Industrial Revolution,autoconfirmed;sysop,,
14916927,Canadian Institute of Public Health Inspectors,autoconfirmed;autoconfirmed,,
149208,Juggalo,autoconfirmed;sysop,,
14921,IP address,autoconfirmed;sysop,,
149225,AC/DC,autoconfirmed;sysop,,
149243,Emma Watson,autoconfirmed;sysop,,
1492790,Shusha,sysop;sysop,,
149333,Indian National Congress,autoconfirmed;autoconfirmed,,
149337,Shivaji,autoconfirmed;autoconfirmed,,
149411,Insanity,autoconfirmed;sysop,,
14946,Ice,autoconfirmed;sysop,,
1495388,The Many Adventures of Winnie the Pooh,autoconfirmed;autoconfirmed,,
14960830,Jerry Sandusky,autoconfirmed;autoconfirmed,,
149709,Willie Nelson,autoconfirmed;autoconfirmed,,
14975,Ivy League,autoconfirmed;autoconfirmed,,
149769,Excretory system,autoconfirmed;autoconfirmed,,
14980,Imhotep,autoconfirmed,,
14981699,Wisconsin Hoofers,autoconfirmed;autoconfirmed,,
14983566,Jereme Rogers,autoconfirmed;autoconfirmed,,
1498814,Jim'll Fix It,autoconfirmed;autoconfirmed,,
1499348,Happy Feet,autoconfirmed;autoconfirmed,,
14995351,Michael Jackson,autoconfirmed;sysop,,
150011,Bergen-Belsen concentration camp,autoconfirmed;autoconfirmed,,
15003874,Tom Hiddleston,autoconfirmed,,
15004,Idiot,autoconfirmed;autoconfirmed,,
150056,Axl Rose,autoconfirmed;autoconfirmed,,
150184,Ashkenazi Jews,autoconfirmed;autoconfirmed,,
15029741,Ralph Nader presidential campaign; 2000,autoconfirmed;autoconfirmed,,
150389,Nipple,autoconfirmed;autoconfirmed,,
1504754,Allahu Akbar (disambiguation),autoconfirmed;autoconfirmed,,
15049,Indianapolis Colts,autoconfirmed,,
15051,Immigration to the United States,autoconfirmed;autoconfirmed,,
1505675,Roger Bart,autoconfirmed,,
15059679,Diletta Rizzo Marin,autoconfirmed;autoconfirmed,,
1506983,Nickelodeon Kids' Choice Awards,autoconfirmed;autoconfirmed,,
15081485,Shades of red,autoconfirmed;autoconfirmed,,
15083928,Liancourt Rocks,autoconfirmed;sysop,,
15089568,Zoie Palmer,autoconfirmed;autoconfirmed,,
15107248,Fatal Contact (film),autoconfirmed,,
15114515,Isles International University,autoconfirmed;autoconfirmed,,
15116,Inter Milan,autoconfirmed;sysop,,
15123,Israeli settlement,extendedconfirmed;sysop,,
15124855,Samuel Adams,autoconfirmed;sysop,,
151496,Cheeseburger,autoconfirmed;sysop,,
15157915,Prostitution,autoconfirmed;sysop,,
15168513,America (disambiguation),autoconfirmed;sysop,,
151788,Fag,autoconfirmed;sysop,,
1518288,David Hallam,autoconfirmed;autoconfirmed,,
1519632,Interstate 84 (Pennsylvania–Massachusetts),autoconfirmed,,
1519642,Interstate 84 (Oregon–Utah),autoconfirmed,,
1519666,Interstate 76 (Ohio–New Jersey),autoconfirmed,,
1519667,Interstate 76 (Colorado–Nebraska),autoconfirmed,,
1519670,Interstate 88 (Illinois),autoconfirmed,,
1519671,Interstate 86 (Idaho),autoconfirmed,,
1519672,Interstate 86 (Pennsylvania–New York),autoconfirmed,,
1519943,List of Punjabi singers,autoconfirmed;autoconfirmed,,
152098,Wakefield,autoconfirmed;autoconfirmed,,
15237918,List of Telugu castes,autoconfirmed;autoconfirmed,,
1524059,Chitral,autoconfirmed;sysop,,
1524188,Pine View School,autoconfirmed;autoconfirmed,,
